url_id,url,page_type,category,title,priority,discovered_by,collection_status,verification_status,collected_at,notes
TONES-PROD-URL-0025,https://www.tonesfashion.com/products/olive-green-chions,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0026,https://www.tonesfashion.com/products/jute-light-blue-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0027,https://www.tonesfashion.com/products/jute-grey-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0028,https://www.tonesfashion.com/products/textured-brown-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0029,https://www.tonesfashion.com/products/double-pocket-black-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0030,https://www.tonesfashion.com/products/double-pocket-off-white-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0031,https://www.tonesfashion.com/products/dobby-burnt-orange-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0032,https://www.tonesfashion.com/products/white-bloom-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0033,https://www.tonesfashion.com/products/sage-rayon,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0034,https://www.tonesfashion.com/products/tropic-rayon,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0035,https://www.tonesfashion.com/products/marine-rayon,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0036,https://www.tonesfashion.com/products/karma-jet-black-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0037,https://www.tonesfashion.com/products/karma-white-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0038,https://www.tonesfashion.com/products/round-neck-slim-fit-tee-charcoal,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0039,https://www.tonesfashion.com/products/round-neck-slim-fit-tee-charcoal-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0040,https://www.tonesfashion.com/products/round-neck-slim-fit-tee-brown,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0041,https://www.tonesfashion.com/products/3-t-shirt-combo,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0042,https://www.tonesfashion.com/products/brown-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0043,https://www.tonesfashion.com/products/blue-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0044,https://www.tonesfashion.com/products/dark-blue-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0045,https://www.tonesfashion.com/products/grey-checks-flanel,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0046,https://www.tonesfashion.com/products/black-flannel-double-pocket-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0047,https://www.tonesfashion.com/products/charcoal-grey-flannel-double-pocket-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0048,https://www.tonesfashion.com/products/grey-double-pocket-shacket,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0049,https://www.tonesfashion.com/products/brown-double-pocket-shacket,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0050,https://www.tonesfashion.com/products/maroon-double-pocket-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0051,https://www.tonesfashion.com/products/cream-short-kurta-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0052,https://www.tonesfashion.com/products/tusker-tails-soft-cream-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0053,https://www.tonesfashion.com/products/scenic-still-ness-butter-yellow-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0054,https://www.tonesfashion.com/products/petal-trays-teal-blue-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0055,https://www.tonesfashion.com/products/petal-trays-charcoal-green-short-kurta,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0056,https://www.tonesfashion.com/products/scenic-still-ness-sage-green-1,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0057,https://www.tonesfashion.com/products/grey-cargo,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0058,https://www.tonesfashion.com/products/olive-green-cargos,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0059,https://www.tonesfashion.com/products/navy-blue-courdury-shacket,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0060,https://www.tonesfashion.com/products/maroon-courdry-shacket-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0061,https://www.tonesfashion.com/products/acid-wash-muscle-tee,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0062,https://www.tonesfashion.com/products/ivory-sand-modal-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0063,https://www.tonesfashion.com/products/rustic-brown-acid-wash-t-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0064,https://www.tonesfashion.com/products/navy-blue-acid-wash-t-shirt-1,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0065,https://www.tonesfashion.com/products/navy-blue-acid-wash-t-shirt-2,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0066,https://www.tonesfashion.com/products/soft-white-satin-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0067,https://www.tonesfashion.com/products/soft-white-satin-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0068,https://www.tonesfashion.com/products/burgundy-satin-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0069,https://www.tonesfashion.com/products/navy-blue-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0070,https://www.tonesfashion.com/products/jet-black-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0071,https://www.tonesfashion.com/products/the-alpha-oversized-tee,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0072,https://www.tonesfashion.com/products/the-alpha-oversized-tee-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0073,https://www.tonesfashion.com/products/the-final-act-oversized-tee-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0074,https://www.tonesfashion.com/products/jet-black-satin-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0075,https://www.tonesfashion.com/products/mustard-gauze-cotton-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0076,https://www.tonesfashion.com/products/muted-peach-gauze-cotton-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0077,https://www.tonesfashion.com/products/deep-sage-gauze-cotton-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0078,https://www.tonesfashion.com/products/deep-sage-gauze-cotton-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0079,https://www.tonesfashion.com/products/blue-oxford-shirt-copy,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0080,https://www.tonesfashion.com/products/yellow-oxford-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
TONES-PROD-URL-0081,https://www.tonesfashion.com/products/pink-oxford-shirt,PRODUCT,Product,,HIGH,Sitemap,NOT_COLLECTED,NOT_VERIFIED,,Product URL discovered from official Shopify product sitemap
