collection_id,product_url,product_handle,product_title,price,source_file
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/tones-embroidery-cap-brown,tones-embroidery-cap-brown,Tones Embroidery Cap - Brown,699.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0002,https://www.tonesfashion.com/collections/accessories/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0002.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/navy-blue-acid-wash-t-shirt-2,navy-blue-acid-wash-t-shirt-2,Navy Blue Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/navy-blue-acid-wash-t-shirt-1,navy-blue-acid-wash-t-shirt-1,Red Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0003,https://www.tonesfashion.com/collections/acid-wash-collection/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0003.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/chaotic-good-pink-1,chaotic-good-pink-1,Chaotic Good - Pink - C5,1999.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/round-neck-slim-fit-tee-white-copy,round-neck-slim-fit-tee-white-copy,Round Neck Slim Fit Tee – Grey,699.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/round-neck-slim-fit-tee-navy-blue-copy,round-neck-slim-fit-tee-navy-blue-copy,Round Neck Slim Fit Tee - White,699.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/daily-tees-orange,daily-tees-orange,Daily Tees - orange,399.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0004,https://www.tonesfashion.com/collections/anniversary-sale/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0004.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0005,https://www.tonesfashion.com/collections/august-lenins/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0005.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0006,https://www.tonesfashion.com/collections/below-1000/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0006.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/grey-double-pocket-shacket,grey-double-pocket-shacket,GREY DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/charcoal-grey-flannel-double-pocket-shirt,charcoal-grey-flannel-double-pocket-shirt,CHARCOAL GREY DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/navy-blue-courdury-shacket,navy-blue-courdury-shacket,Navy Blue Corduroy Shacket,1999.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/maroon-courdry-shacket-copy,maroon-courdry-shacket-copy,Mustard Corduroy Shacket,1999.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0007,https://www.tonesfashion.com/collections/best-sellers/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0007.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/tones-original-black,tones-original-black,Tones Original - Black,1499.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/brown-double-pocket-shacket,brown-double-pocket-shacket,BROWN DOUBLE POCKET FLANNEL SHACKET,3499.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0008,https://www.tonesfashion.com/collections/black-friday-sale-deals/products/burgundy-satin-shirt,burgundy-satin-shirt,Burgundy - Satin Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0008.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/olive-green-cargos,olive-green-cargos,Olive Green Cargo,3499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/grey-cargo,grey-cargo,Grey Cargo,3499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/olive-green-chions,olive-green-chions,OLIVE GREEN CHINOS,3499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/dark-brown-chions,dark-brown-chions,DARK BROWN CHINOS,3499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/grey-chions,grey-chions,GREY CHINOS,3499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/cream-chinos,cream-chinos,Cream Chinos,3499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/3-t-shirt-combo,3-t-shirt-combo,3 T-shirt Combo,1999.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/acid-wash-muscle-tee,acid-wash-muscle-tee,ACID WASH MUSCLE TEE,1299.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/anti-perfect-tee-cofee-beige,anti-perfect-tee-cofee-beige,ANTI-PERFECT OVERSIZED TEE - COFEE BEIGE,1499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/double-pocket-black-shirt,double-pocket-black-shirt,Black - Double Pocket Shirt,2000.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/black-flannel-double-pocket-shirt,black-flannel-double-pocket-shirt,BLACK DOUBLE POCKET FLANNEL SHIRT,2499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/blue-checks-flanel,blue-checks-flanel,Blue Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/blue-drip-sweatshirt-copy,blue-drip-sweatshirt-copy,Blue Drip Sweatshirt,2299.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/deep-sage-gauze-cotton-shirt-copy,deep-sage-gauze-cotton-shirt-copy,Blue Oxford Shirt,2499.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/rustic-brown-acid-wash-t-shirt,rustic-brown-acid-wash-t-shirt,Brown Acid Wash Ringer T-Shirt,1599.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
TONES-COL-0009,https://www.tonesfashion.com/collections/bottom-wear/products/brown-checks-flanel,brown-checks-flanel,Brown Checks Flannel,2999.00,01_RAW_DATA\collections_html\TONES-COL-0009.html
